12.01899,57.86266
12.01886,57.8625
12.01871,57.8623
12.01844,57.86196
12.01832,57.86178
12.0183,57.86175
12.01807,57.86141
12.01788,57.8611
12.0178,57.86098
12.01762,57.86068
12.01742,57.86035
12.01736,57.86024
12.0173,57.86011
12.01708,57.85965
12.01703,57.85954
12.01692,57.85928
12.01676,57.8589
12.01664,57.85861
12.01657,57.85844
12.01655,57.85839
12.01646,57.85819
12.01644,57.85814
12.01617,57.85752
12.01601,57.85716
12.01588,57.85684
12.01581,57.85665
12.0157,57.85639
12.01558,57.85611
12.0155,57.85589
12.01545,57.85577
12.01538,57.8556
12.01527,57.8553
12.01494,57.85437
12.01483,57.85399
12.01473,57.85362
12.0146,57.85321
12.01459,57.85318
12.01448,57.85284
12.01438,57.85252
12.0143,57.85221
12.01421,57.85189
12.01419,57.85183
12.01415,57.85167
12.01406,57.85127
12.01397,57.85086
12.01395,57.85073
12.0139,57.85045
12.01382,57.85
12.01377,57.84966
12.01376,57.84963
12.01374,57.8495
12.01371,57.84917
12.01369,57.84903
12.01365,57.84863
12.01364,57.84854
12.01359,57.84798
12.01359,57.84792
12.01358,57.84746
12.01355,57.84687
12.01354,57.8465
12.01353,57.84624
12.01353,57.84624
12.0135,57.84573
12.01346,57.8451
12.01344,57.84457
12.01341,57.84403
12.01337,57.84323
12.01336,57.84298
12.01335,57.84269
12.01332,57.84228
12.01331,57.84195
12.01331,57.84178
12.0133,57.84154
12.01328,57.84121
12.01326,57.84082
12.01325,57.84058
12.01324,57.84029
12.01323,57.84012
12.01321,57.83965
12.0132,57.83937
12.0132,57.83925
12.01318,57.83877
12.01317,57.83833
12.01316,57.83796
12.01316,57.83778
12.01314,57.83729
12.01313,57.83691
12.01312,57.83653
12.01312,57.83615
12.01312,57.83584
12.0131,57.8355
12.01309,57.83506
12.01308,57.83491
12.01308,57.83478
12.01308,57.83447
12.01308,57.8341
12.01308,57.83399
12.01308,57.83366
12.01308,57.83333
12.01308,57.83331
12.01308,57.83291
12.0131,57.83239
12.01311,57.83186
12.01312,57.83169
12.01312,57.83166
12.01313,57.83141
12.01314,57.83125
12.01316,57.83087
12.01317,57.8306
12.01317,57.83049
12.01319,57.83023
12.01321,57.82994
12.01321,57.82985
12.01324,57.82946
12.01327,57.8291
12.0133,57.82874
12.01333,57.82837
12.01334,57.8283
12.01336,57.8281
12.01341,57.8276
12.01346,57.82711
12.0135,57.82686
12.01352,57.82662
12.01356,57.82633
12.01359,57.82615
12.01361,57.82602
12.01364,57.82582
12.01371,57.82537
12.01372,57.8253
12.01377,57.82494
12.01377,57.82493
12.0138,57.82471
12.01386,57.82433
12.01391,57.82404
12.01395,57.82379
12.01403,57.82333
12.01413,57.82283
12.01425,57.82222
12.01437,57.82159
12.01442,57.82135
12.01453,57.82085
12.01454,57.82078
12.01464,57.82029
12.0147,57.81997
12.01479,57.81951
12.01482,57.81935
12.01488,57.81905
12.01489,57.819
12.01493,57.81878
12.01497,57.81857
12.01501,57.81837
12.01502,57.81832
12.01518,57.81757
12.01528,57.81708
12.01535,57.81674
12.01539,57.81655
12.01551,57.81594
12.01555,57.81575
12.01558,57.81556
12.01562,57.81537
12.01572,57.81484
12.01575,57.81469
12.01584,57.81424
12.01591,57.81386
12.01595,57.81356
12.01596,57.81348
12.016,57.81325
12.01604,57.81296
12.01604,57.81294
12.01605,57.81282
12.01609,57.81253
12.01614,57.81209
12.01616,57.81188
12.01618,57.81162
12.01619,57.81146
12.01623,57.81087
12.01624,57.8105
12.01624,57.81043
12.01625,57.81
12.01625,57.80957
12.01625,57.80914
12.01624,57.80889
12.01623,57.8087
12.01621,57.80828
12.01619,57.80785
12.01617,57.80742
12.01616,57.80698
12.01614,57.80665
12.01613,57.80618
12.01612,57.8058
12.01612,57.80572
12.01612,57.80528
12.01612,57.80501
12.01615,57.8045
12.01617,57.80405
12.01618,57.80386
12.01619,57.80377
12.01623,57.80333
12.01627,57.80302
12.01633,57.80256
12.01637,57.80229
12.0164,57.80202
12.01644,57.80176
12.01645,57.8017
12.01648,57.80132
12.01649,57.80113
12.0165,57.801
12.0165,57.80099
12.01649,57.80085
12.01647,57.80066
12.01645,57.80047
12.0164,57.80009
12.01638,57.79997
12.01636,57.79987
12.0163,57.79963
12.01625,57.79941
12.01614,57.79902
12.01605,57.79873
12.01597,57.79839
12.0159,57.7981
12.01589,57.79806
12.0158,57.79768
12.01575,57.7973
12.01575,57.79729
12.0157,57.79684
12.01569,57.79672
12.01569,57.79662
12.01566,57.79624
12.01566,57.79603
12.01565,57.79565
12.01565,57.79558
12.01563,57.79525
12.01563,57.79515
12.0156,57.79447
12.0156,57.7944
12.0156,57.79428
12.01559,57.79396
12.01558,57.79354
12.01556,57.79312
12.01556,57.79304
12.01555,57.79277
12.01554,57.7925
12.01553,57.79223
12.01552,57.79213
12.01552,57.79211
12.0155,57.79172
12.01549,57.79149
12.01548,57.79138
